text,aspect0,aspect1,aspect2,aspect3,aspect4,aspect5
2107,24890,sữa dịu . mùi thơm . bé uống . tiêu_hóa . tiki giá rẻ coupon giảm_giá . ! tiki,1,1,0,1,0,0
2109,24886,chất_lượng oke kì hài_lòng,0,0,0,1,0,0
2110,24885,đóng_gói kĩ hàng chất_lượng uy_tín như kì hài_lòng,0,0,0,1,1,1
2111,24883,"sản_phẩm tốt , thấm hút tốt , gọn_nhẹ chất_lượng vời",0,0,0,1,0,0
2112,24882,sp êm kì hài_lòng,0,0,0,1,0,0
2113,24880,hàng kém chất_lượng thất_vọng không hài_lòng,0,0,0,-1,0,0
2114,24879,"giao hàng gói sản_phẩm cẩn_thận , tã dán nb huggies mềm . bé sơ_sinh oke kì hài_lòng",0,0,0,1,1,0
2115,24875,mua combo 3 bịch bỉm đại . tiki giao hàng hôm tặng kèm đồ_chơi tàu_hỏa gỗ hàng không . kì hài_lòng,0,-1,0,0,1,0
2116,24874,"bỉm thấm hút tốt , bỉm quần bé lằn , tã dán oke",0,0,0,-1,0,0
2117,24872,"bé chủ_yếu không mùi tã , hơi nồng",0,0,0,-1,0,0
2118,24871,giao dự_kiến .,0,0,0,0,1,0
2119,24870,mua 3 bịch bỉm thanh_toán đủ tiền quà đủ bỉm giao 1 bịch gọi điện_thoại tổng_đài đợi 1 bịch bỉm,0,1,0,0,-1,0
2120,24869,giao hàng cực . đóng_gói . good ! kì hài_lòng,0,0,0,0,1,0
2121,24868,bữa_nay shop đóng_gói xấu . không hài_lòng,0,0,0,0,-1,0
2122,24867,"bỉm thoáng , mỏng , cảm_giác bé mặc dễ_chịu , tè ít khô_ráo . bỉm mỏng không bé tè đêm , dậy 1 bỉm bõng bõng ( không tràn ) . bé 9kg , bắp_đùi to mặc kích_thước xl",0,0,0,1,0,0
2123,24866,toàn mua combo 2 cháu giá cạnh_tranh cộng đóng_gói vận_chuyển tiki tốt vô_cùng . kì hài_lòng,1,0,0,0,1,0
2124,24865,giao hàng quà tặng đẹp chất_lượng sữa chưa thử không kì hài_lòng,0,1,0,0,1,0
2125,24863,"hàng_y hình , , ủng_hộ . shop tiki ❤ ️ kì hài_lòng",0,0,0,0,0,1
2126,24862,"sản_phẩm tiện_lợi , mẫu_mã bắt_mắt , . quần bé",0,0,0,1,0,0
2128,24859,"giao hàng chậm ( 1 tuần ) bỉm kích_thước , bé 9kg xl i , mom cân_nhắc kích_thước bé ko vạch báo tả tràn , bỉm mỏng đồ_chơi_đẹp ,",0,1,0,-1,-1,0
2129,24858,mua tặng kèm hộp thủy_tinh không . chán hài_lòng,0,-1,0,0,0,0
2130,24856,"bỉm hạn , đóng_gói cẩn_thận , kích_thước l trẻ 9kg 14kg , bé 10.5 kg mặc_cảm_giác chật ( bobby l mặc thoải_mái ) . bobby mùi hương dễ_chịu vốn cục 2 đều không tràn . ý_kiến tả bobby chất_lượng . xét sản_phẩm bobby",0,0,1,-1,1,0
2131,24855,tã quần_bobby gói cực_đại l54 tốt sạch_sẽ thoáng mát bé . quần_bobby gói cực_đại_l54,0,0,1,1,0,0
2132,24854,giao hàng mỏng loại cũ . mua 445k giá_cả hợp_lý kì hài_lòng,1,0,0,1,1,0
2134,24852,"giá 50 % , mua nhìu bé dần , hạn hơi cũ bao_bì , sản_phẩm tốt , ủng_hộ kì hài_lòng",1,0,-1,1,0,0
2136,24850,thấm hút tốt kì hài_lòng,0,0,0,1,0,0
2137,24849,"tã ok , giá mềm . kích_thước to hãng . kì hài_lòng",1,0,0,1,0,0
2138,24848,"hàng giao đúng hạn như thông_báo , bao_bì đóng_gói ok kì hài_lòng",0,0,0,1,1,0
2140,24845,"bỉm thấm hút tốt , giao hàng , đóng_gói cẩn_thận . kì hài_lòng",0,0,0,1,1,0
2141,24844,"tiki giao hàng , nhân_viên nhiệt_tình vui_vẻ , hàng tốt , ủng_hộ !",0,0,0,1,1,0
2142,24842,"hàng hãng . đợt mua tặng kèm 6 miếng túi giá mềm giá nguyên . hài_lòng . mua giao hàng , tối cn trưa t2 giao . kì hài_lòng",1,0,0,0,1,1
2143,24841,giao hàng nhanh_chóng đóng_gói cẩn_thận,0,0,0,0,1,0
2144,24838,sản_phẩm tốt giao hàng nhiệt_tình kì hài_lòng,0,0,0,1,1,0
2145,24837,giá sale tốt kì hài_lòng,1,0,0,0,0,0
2147,24833,"giá hơi , mã giảm_giá tốt , giá hơi , mã giảm_giá tốt hơi , mã giảm_giá tốt",-1,0,0,0,0,0
2148,24832,rẻ giá chợ ! hàng ủng_hộ 👍,1,0,0,0,1,0
2150,24828,giao hàng sản_phẩm oke kì hài_lòng,0,0,0,1,1,0
2151,24827,bỉm y hình . tiki giao hàng kì hài_lòng,0,0,0,0,1,1
2152,24824,"mua shop 3 cực_kì thất_vọng gói hàng . không hề hộp đơn_giản xốp sốc , quấn nilong xung_quanh , m hộp sữa móp méo .",0,0,0,-1,-1,0
2153,24823,"hàng hãng , giá mềm , sữa tốt tốt uống , ủng_hộ tiki tốt 5",1,0,0,1,0,1
2154,24822,"hài_lòng , sản_phẩm hàng tặng kèm đúng như hình . kì hài_lòng",0,1,0,0,0,1
2155,24819,"sữa thơm uống , bé uống đầu mua hộp 40 gam , bé hợp_tác vui mua bé uống , sữa care 100 + giới_thiệu kì hài_lòng",0,0,0,1,0,0
2156,24818,hàng hãng kì hài_lòng,0,0,0,0,0,1
2157,24817,"giao hàng , shop đóng_gói đẹp nha . shipper thân_thiện kì hài_lòng",0,0,0,0,1,0
2158,24816,tràn vón cục không hài_lòng,0,0,0,-1,0,0
2159,24814,"hàng hạn , giá tốt , giao hàng . nhân_viên nhiệt_tình . kì hài_lòng",1,0,1,0,1,0
2160,24811,tã xịn loại đóng đêm không tràn không thít bụng . tin_dùng pamper kì hài_lòng,0,0,0,1,0,0
2161,24810,y mô_tả kì hài_lòng,0,0,0,0,0,1
2162,24809,"sản_phẩm kích_thước lớn , đệm lưng mềm_mại bé . size tả đúng tiêu_chuẩn kì hài_lòng",0,0,0,1,0,0
2163,24806,giao hàng tốt kì hài_lòng,1,0,0,0,1,0
2164,24805,sản_phẩm hợp giá tiền chất_liệu oke ủng_hộ tiki tiếp,1,0,0,1,0,0
2165,24804,"ít mùi chun bỉm mềm không hằn da bé , bé thoải_mái 😂 kì hài_lòng",0,0,0,1,0,0
2166,24803,giao hàng ! kì hài_lòng,0,0,0,0,1,0
2167,24802,"ổn , vận_chuyển , mong shop phát_huy .",0,0,0,0,1,0
2168,24800,". sản_phẩm tốt , ủng_hộ kì hài_lòng",0,0,0,1,0,0
2169,24799,"ghi bao_bì , bỉm bẩn cũ , sản_xuất mua hàng tiki thất_vọng , mấy đơn không huỷ buồn không hài_lòng",0,-1,-1,0,0,0
2170,24798,tả mỏng thấm hút tốt kì hài_lòng,0,0,0,1,0,0
2171,24797,"giao hàng , đóng_gói cẩn_thận kì hài_lòng",0,0,0,0,1,0
2172,24796,"tiki giao hàng đúng hẹn , sản_phẩm đảm_bảo . bé ưng phẩm tốt !",0,0,0,1,1,0
2173,24792,tả mềm nhẹ mỏng . lưng hơi ít thun bé lớn chút . mặc kì hài_lòng,0,0,0,1,0,0
2174,24790,hàng giao nhân_viên giao hàng kẹp hàng háng khó_chịu . hài_lòng,0,0,0,0,-1,0
2175,24789,hạn . mua hàng tiki hài_lòng . sản_phẩm_chất_lượng . mua huggies tiki dài_dài chất_lượng .,0,0,1,1,0,0
2176,24787,"đầu , tè 1 bỉm chảy xệ .",0,0,0,-1,0,0
2177,24785,sản_phẩm_chất_lượng .,0,0,0,1,0,0
2178,24784,"sản_phẩm tốt , đóng_gói cẩn_thận , không móp vận_chuyển kì hài_lòng",0,0,0,1,1,0
2179,24782,"lừa_đảo , đặt_hàng hiển_thị quà tặng kèm . hàng không quà tặng . gọi điện khiếu_nại bảo chụp màn_hình làm_chứng . hài_lòng",0,-1,0,0,0,0
2181,24780,"giao hàng , đóng_gói cẩn_thận . tả bobby loại lưng hút mồ_hôi thoáng bé vận_động thoải_mái . kì hài_lòng",0,0,0,1,1,0
2182,24779,"giao hàng nhanh_chóng_mặt , sản_phẩm tốt . kì hài_lòng",0,0,0,1,1,0
2184,24777,"đóng_gói đẹp giao hàng nhanh_chóng , fan tiki lâu_dài . kì hài_lòng",0,0,0,0,1,0
2185,24776,tả không form như quảng_cáo . mặc chút_xíu chảy xệ . : ( không hài_lòng,0,0,0,-1,0,0
2186,24773,"hàng giao y hình . đóng_gói cẩn_thận . giao hàng , chu_đáo . cám_ơn tiki ! kì hài_lòng",0,1,0,0,1,1
2187,24771,"sản_phẩm tốt , mềm thấm hút . boby hugies giá_thành đắt , . hy_vọng giá tốt oke phẩm yêu",-1,0,0,1,0,0
2188,24770,tả thấm hút tương_đối dày . bé tè dày cộm .,0,0,0,-1,0,0
2189,24769,"bỉm thấm hút tốt , ủng_hộ kì hài_lòng",0,0,0,1,0,0
2190,24768,"sản_phẩm tốt , giảm_giá chương_trình khuyến_mãi .",1,1,0,1,0,0
2191,24767,hàng kì hài_lòng,0,0,0,0,1,0
2192,24765,tiki giao hàng . săn sale giá rẻ hàng chất_lượng hài_lòng kì hài_lòng,1,0,0,1,1,0
2193,24764,giá tốt . mẫu đẹp . tả đóng bao trắng sạch_sẽ gọn_gàng rách bao không lo_ngại . bobby cải_tiến ok . kì hài_lòng,1,0,0,1,1,0
2194,24763,bỉm giá_cả hợp_lý giao hàng kì hài_lòng,1,0,0,1,1,0
2195,24762,"sản_phẩm_chất_lượng tốt , đóng_gói cẩn_thận giao hàng . shipber nhiệt_tình . ủng_hộ shop lâu_dài kì hài_lòng",0,0,0,1,1,0
2196,24761,"lưng quần cực_kì mềm_mại , bé mặc không vết hằn . bỉm phân_biệt thuận_tiện mẹ , êm_ái bé . tiki giao hàng , báo 7 giao 4 đi",0,0,0,1,1,0
2197,24760,"mua tã bobby tiki đầu mã giảm_giá 10 % , giá tốt mua một 3 gói . tã sinh , trải kích_thước dừng kích_thước xl. tã thấm hút tốt , thun co_giãn không đau bé . hiện 1 bé 4 miếng ( bé 19 ) . tốt",1,0,0,1,0,0
2198,24758,"oke sữa ngon , kì hài_lòng",0,0,0,1,0,0
2199,24756,giao hàng cực . chưa 24h giao . sản_phẩm tã chưa chưa kì hài_lòng,0,0,0,0,1,0
2200,24755,"bề_mặt tả mềm_mại , thấm hút trung_bình không , huggies bobby lưng thun không hằn chặt , băng_dính tả tiện , bobby thường_xuyên tặng quà thu_hút",0,1,0,1,0,0
2201,24754,giao quà tặng không đúng ? không hài_lòng,0,-1,0,0,0,0
2204,24750,"sản_phẩm tốt , bé toàn sản_phẩm không phàn_nàn , mua bé . sp đóng_gói đẹp giao hàng , tuyêt vời .",0,0,0,1,1,0
2205,24749,"sản_phẩm tốt , chất_lượng , giao hàng , đóng_gói đẹp kì hài_lòng",0,0,0,1,1,0
2206,24746,"chất_lượng , uy_tín , oke ! kì hài_lòng",0,0,0,1,0,1
2207,24745,tã hút hàng hãng ng yên_tâm quần bobby jumbo_ultra,0,0,0,1,1,1
2208,24743,"quần_bỉm hơi dày , không mỏng , thấm hút . hài_lòng",0,0,0,-1,0,0
2209,24742,"sản_phẩm ok , mùi hơi nồng . khả_năng thấm hút tốt .",0,0,0,-1,0,0
2211,24740,sx 11 / 20 ok . tiki lỗi lưu kho xuất hàng không check date . đêm không vón ẩm mông . giá kì hài_lòng,-1,0,0,1,0,0
2212,24739,mua giá sale 300k 4 bịch rẻ giá thị_trường_kì hài_lòng,1,0,0,0,0,0
2213,24738,"loại tã thấm hút tốt , mặc mùa hè hơi nóng bí . toàn tã tiki rẻ kì hài_lòng",1,0,0,-1,1,0
2214,24737,sản_phẩm đúng như mô_tả . dịch_vụ tiki now giao hàng . hài_lòng . .,0,0,0,0,1,1
2215,24736,"tiki nhân_viên giao hàng , hàng_không để_ý rọc rách bao , rách tã , không rọc hàng rọc rách bao_bì , rách tã",0,0,0,-1,-1,0
2217,24734,"sản_phẩm tốt , đóng_gói cẩn_thận , giao hàng",0,0,0,1,1,0
2218,24732,đóng_gói hàng sơ xài . dính dán tùm_lum vỏ lon . chất_lượng sữa tốt .,0,0,0,1,-1,0
2219,24731,hàng chất_lượng tốt . kì hài_lòng,0,0,0,1,0,0
2221,24729,"bỉm thấm hút tốt , giá_thành rẻ , giao hàng . lưng thun hơi rộng bỉm",1,0,0,-1,1,0
2222,24727,giao hàng . hàng đóng_gói cẩn_thận . tiki trading giao hàng đảm_bảo sản_phẩm tuyệt_vời,0,1,0,0,1,0
2223,24725,"tã hạn nhẹ , tầm giá oke . kì hài_lòng",1,0,1,1,0,0
2224,24724,"giao hàng . mẫu đẹp . đồ_chơi hình , dễ_thương . hy_vọng tiki đăng đúng hình quà tặng hụt_hẫng . kì hài_lòng",0,1,0,1,1,0
2225,24721,hàng đúng hình sản_phẩm . đúng giao hàng,0,0,0,0,1,1
2226,24720,"bỉm mùi ghê , không mấy mua shop : ( cộm",0,0,0,-1,0,0
2227,24719,"tiki giao hàng kì_vậy , 2 date . dám tin_tưởng mua hàng , tui câu trã kì hài_lòng",0,0,-1,0,0,0
2228,24718,tốt mềm_mại loại tã ! ủng_hộ shop !,0,0,0,1,0,0
2229,24717,"tả quần đi . tả siêu nhẹ , êm , không mùi . tả form hơi to . bé 9kg , m ok . quà tặng . ngựa pony , balo xinh_xắn . đẹp kì hài_lòng",0,1,0,1,0,0
2231,24714,size l bé 9kí mặc chật nít 🥴 hài_lòng,0,0,0,-1,0,0
2233,24710,thiết_kế hẳn loại bỉm . chất_lượng giá_cả ngang k kích_thước mua mom . trải ngiệm oke kì hài_lòng,1,0,0,1,0,0
2234,24709,"tã êm dày , tè dày , .",0,0,0,-1,0,0
2235,24707,"tã mỏng , mặc ban_ngày , bé tè 1 thay , hao mỏng đc , mông bé không ẩm_ướt , khó_chịu . thấm hút tạm đc , không tốt goon",0,0,1,-1,0,0
2236,24706,"mua hàng tiki an_tâm chất_lượng sản_phẩm , ít sản_phẩm tả huggies quà tặng tiki , hơi thất_vọng xíu đầu",0,-1,0,1,0,0
2237,24615,đặt_hàng hôm . hôm . tiki kì hài_lòng,0,0,0,0,1,0
2238,24613,"hàng chuẩn , tiki giao đóng_gói kỹ_càng . quà tặng kèm vali nhựa , bé đi picnic đi học ! kì hài_lòng",0,1,0,1,1,1
2239,24612,tã hg oke tã vón cục cứng cứng,0,0,0,-1,0,0
2240,24611,"tả ổn , giá_cả hợp_lý , mùi trà xanh hơi khó_chịu . ổn , giá_cả hợp_lý , mùi tra xanh hơi khó_chịu .",1,0,0,-1,0,0
2242,24609,"sản_phẩm đẹp , thấm hút tốt . tiki giao hàng , dự_kiến giao hàng hàng . đi mua bịch bỉm .",0,0,0,1,-1,0
2246,24605,"mua 2 . hài_lòng , giao hàng , chiều 2 chiều 3 hàng kì hài_lòng",0,0,0,0,1,0
2247,24604,"mua 02 hộp khuyến_mãi . tiki giao hàng đúng hạn , đóng_gói cẩn_thận . biệt chất_lượng sữa tốt . phẩm_chất_lượng tốt",0,1,0,1,1,0
2248,24603,"2 bọc không loại mua , hàng giao chậm hài_lòng",0,0,0,-1,-1,0
2249,24602,"sản_phẩm cũ , túi xước bẩn không ưng lắm",0,0,0,-1,0,0
2250,24601,tã thấm hút không tràn hăm mông bé mặc vừa_vặn kì hài_lòng,0,0,1,1,0,0
2251,24596,"giá_cả , thấm hút tốt , bé không hăm tã tin_tưởng tiki",1,0,1,1,0,0
2252,24595,"chất_lượng tã ok , giao hàng đợt . hàng chậm dự_kiến",0,0,0,1,-1,0
2253,24594,giá tốt tốt kì hài_lòng,1,0,0,1,0,0
2255,24592,"oke , giao hàng phẩm tốt như mua siêu_thị",0,0,0,1,1,0
2256,24591,"ưng quà kèm , sữa hạn hợp_lý kì hài_lòng",0,1,1,0,0,0
2257,24590,đóng_gói cẩn_thận hàng tốt,0,0,0,1,1,0
2258,24585,giao hàng chậm . hài_lòng sản_phẩm kì hài_lòng,0,0,0,1,-1,0
2259,24584,hài_lòng sản_phẩm . sp đúng như ảnh . kì hài_lòng,0,0,0,1,0,1
2260,24583,mua 3xl giao 2xl . chán không hài_lòng,0,0,0,0,-1,0
2261,24580,giao hàng nhanh_chóng,0,0,0,0,1,0
2262,24579,"tã tốt , không hăm , giá rẻ chất_lượng . kì hài_lòng",1,0,1,1,0,0
2263,24578,"thấm hút tốt , một miếng đêm bé phẩm tốt",0,0,0,1,0,0
2264,24577,sản_phẩm đúng chất_lượng giá rẻ giá_bìa tiki giao hàng nhanh_chóng . cám_ơn shop tiki kì hài_lòng,1,0,0,1,1,0
2266,24574,hàng hãng . chất_lượng . mong_tiki chạy chương_trình khuyến_mãi,0,0,0,1,0,1
2267,24571,hàng tốt giá rẻ đại_lí . phát_sinh phí hàng cồng_kềnh đóng_gói cẩn_thận trừ giao,1,0,0,1,-1,0
2268,24570,"giá rẻ đóng_gói cẩn_thận hạn . ủng_hộ , mua 2 hộp tặng xe bé . ghi xe trị_giá 600k bé xíu",1,1,1,0,1,0
2270,24568,"chất_lượng tốt , đóng_gói cẩn_thận",0,0,0,1,1,0
2271,24567,"sp tốt , đêm bé không ướt kì hài_lòng",0,0,0,1,0,0
2272,24566,chương_trình tặng quà thú . giao hàng không . giao hàng . chất_lượng chưa không . quà khuyến_mãi,0,-1,0,0,1,0
2273,24564,"hài_lòng sản_phẩm , thoải_mái thích_thú , không khó_chịu mua",0,0,0,1,0,0
2274,24563,toàn mua combo 4 bịch 1 phát . thoải_mái . nhân_viên giao hàng nhiệt_tình . tiki đóng_gói . oke,1,0,0,1,1,0
2275,24562,đặt_hàng hôm_nay ngày_mai hàng . tiki giao siêu đóng_gói cẩn_thận . quà tặng kèm dễ_thương . date 2021 . mã xác_nhận hàng . cực_kỳ hài_lòng . cám_ơn tiki . kì hài_lòng,0,1,1,0,1,1
2276,25077,"kích_thước lớn , combo giá 601k rẻ kì hài_lòng",1,0,0,1,0,0
2277,25076,mua bé ngủ trưa . thử ban_đêm thấm hút tốt,0,0,0,1,0,0
2278,25074,giao hàng . nhân_viên lịch_sự . bobby tầm trung giá vừa_phải chất_lượng tạm ổn . so_sánh bobby hơi cứng . huggies thử kì hài_lòng,1,1,0,-1,1,0
2279,25072,"đóng_gói cẩn_thận , hàng hài_lòng kì hài_lòng",0,0,1,0,1,0
2281,25067,đóng_gói kỹ . giao hàng dự viên nhiệt_tình chu_đáo . kì hài_lòng,0,1,0,1,1,0
2282,25066,"sản_phẩm ok , bé , mùi thơm kì hài_lòng",0,0,0,1,0,0
2283,25065,"hàng ok , quần lưng chun mềm_mại . 1 giao hàng . 2 mua 2 bịch 5 chưa giao . mua dùm tạm bé . đơn hàng 5 . đơn .",0,0,0,1,-1,0
2286,25059,"giá tương_đối rẻ nhãn hàng nhập_khẩu , tốt . ủng_hộ hàng việt_👍 kì hài_lòng",1,0,0,1,0,0
2287,25058,"giá tốt , tã chất_lượng , hài_lòng ! ủng_hộ tiki kì hài_lòng",1,0,0,1,0,0
2288,25057,"bỉm thấm hút kém , bé tè bãi 2 tràn bỉm không hài_lòng",0,0,0,-1,0,0
2289,25056,"giao hàng , giá tốt , kì hài_lòng",1,0,0,0,1,0
2290,25055,"sản_phẩm tốt , giao hàng không móp méo . giá tốt . 1 đồ_chơi bé tắm 1 vịt xinh , tưởng 1 2 . kì hài_lòng",1,-1,0,1,1,0
2291,25054,hàng tốt giá ngon anh_em kì hài_lòng,1,0,0,1,0,0
2292,25051,sản_phẩm thoải_mái . giao hàng nhanh_chóng . shiper nhiệt_tình,0,0,0,1,1,0
2295,25047,"hàng , quà không . giao hàng chậm tiki liên_hệ chốt giao . ko giao trể không thông_tin .",0,-1,0,0,-1,0
2296,25046,"mua 2 lon lớn tặng 1 , gọi điện bảo 2 lon lớn . khuyến_mãi . không hài_lòng",0,-1,0,0,0,0
2297,25044,"tã mềm , thấm hút tốt . kích_thước tã , bé 8kg mặc hơi chật !",0,0,0,-1,0,0
2298,25043,hạn_dùng chưa 1 ! mua cửa_hàng sữa hạn 2 sản_xuất 2020 không hài_lòng,0,0,-1,0,0,0
2299,25042,"giao hàng đúng hẹn , đóng_gói cẩn_thận . oke",0,0,0,1,1,0
2300,25041,"bỉm tốt , đóng_gói cẩn_thận , hài_lòng . mua",0,0,0,1,1,0
2302,25039,"hàng kém chất_lượng , tả mỏng cửa_hàng , mặc tí tét hông , không ủng_hộ hàng tệ không hài_lòng",0,0,-1,-1,0,0
2303,25038,"giao hàng , đóng_gói cẩn_thận , tốt quần huggies",0,0,0,1,1,0
2304,25037,giao hàng đúng . hàng ổn_áp . kì hài_lòng,0,0,0,1,1,0
2305,25036,"hàng , giao hàng cực_kì thông_báo 5 hôm hàng hài_lòng kì hài_lòng",0,0,1,0,1,0
2306,25034,"tã mềm , mỏng nhẹ , thấm hút tốt . đóng_gói cẩn_thận . vote 5 * kì hài_lòng",0,0,0,1,1,0
2307,25033,"sp ổn , phụ_phí cồng_kềnh hơi , 4 gói tả 24k",0,0,0,1,-1,0
2308,25032,"tiki giao hàng , dự_kiến giao 2 chủ nhật hàng . hàng chuẩn chất_lượng giá rẻ . kì hài_lòng",1,0,0,1,1,1
2309,25031,"hàng tốt , đóng_gói kỹ kì hài_lòng",0,0,0,1,1,0
2311,25028,sản_phẩm tốt . giá hợp_lí . ủng_hộ shop dài_dài . shop bọc hàng kĩ chút . mua 3 hộp móp méo 3,1,0,0,1,-1,0
2312,25027,đóng_gói cẩn đẹp kì hài_lòng,0,1,0,0,1,0
2313,25026,tặng tả dán không shop lừa khách_hàng không hài_lòng làm_ăn shop không hài_lòng,0,-1,0,0,0,0
2315,25024,tốt đóng_gói cẩn_thận - kì hài_lòng,0,0,0,1,1,0
2316,25023,"kh trung_thành huggies bé sinh . , chất_lượng tã đợt cải_tiến tệ , không thấm hút . bé tè tràn . loại tã cũ thấm tốt . không cải_tiến cải lùi . chia_tay huggies ! thất_vọng",0,0,0,-1,0,0
2317,25021,"bỉm mềm , tốt , bé . bỉm rộng pamper kích_thước kì hài_lòng",0,0,0,1,0,0
2318,25020,"giao đúng hẹn , a ship giao hàng thân_thiện dễ_thương . kì hài_lòng",0,0,0,0,1,0
2320,25018,giao hàng 😍 chất_lượng oke nha shop . kì hài_lòng,0,0,0,1,1,0
2321,25017,tiki giao hàng đóng_gói cẩn_thận . sữa hơi bé hồi bé uống sữa meji nhật nhạt .,0,0,0,-1,1,0
2322,25016,"giao hàng , sản_phẩm ổn kì hài_lòng",0,0,0,1,1,0
2323,25015,"tiki giao hàng , đóng_gói cẩn_thận , giao đúng size . bỉm thoáng , thấm hút tốt . ko dị_ứng da . hài_lòng",0,0,1,1,1,0
2325,25012,"tã quần pampers bình_thường mỏng nhẹ , cải_tiến thành tã dáng mỏng loại thông_thường bé mặc thoáng thoải_mái . tã không xệ như 1 loại tã , cạnh rãnh thấm hút 2 giúp thấm hút dàn đều không vón cục . giá không giao hàng , ủng_hộ pampers tiki_lòng",1,0,0,1,1,0
2326,25011,sản_phẩm . quà tặng kèm đẹp . tiki giao hàng gọn . hài_lòng kì hài_lòng,0,1,0,1,1,0
2327,25010,hàng . giao . bao_bì cũ như hàng . không quà khuyến_mại như ghi .,0,-1,-1,0,1,0
2329,25007,"bỉm mooney hãng . mua 2 bich tặng phao chậu tắm munich hãng . phao chậu tắm hơi , trẻ 8 chật . hãng cộng quà",0,1,0,0,0,1
2330,25006,không hút lắm .,0,0,0,-1,0,0
2331,25005,"mua hug tiki lắm , sản_phẩm , hạn , rẻ tạp_hóa lớn , hài_lòng kì hài_lòng",1,0,1,1,0,0
2332,25004,"vẻ tã dán , thấm không tốt dán , 4,5 h ướt mông",0,0,0,-1,0,0
2333,25003,sản_phẩm oke . hợp giá tiền kì hài_lòng,1,0,0,1,0,0
2335,25001,nhân_viên giao hàng vui_vẻ tả tặng 6 miếng không fre ship như kì hài_lòng,0,1,0,0,-1,0
2336,25000,hàng . giao hàng kì hài_lòng,0,0,0,0,1,0
2337,24998,"giao hàng , đóng_gói cẩn_thận , phẩm như hình . kì hài_lòng",0,0,0,0,1,1
2338,24997,"giao hàng , chuyên_nghiệp , chất_lượng tốt , giá mua tiki mã giảm_giá rẻ mua siêu_thị cửa_hàng chất_lượng",1,1,0,1,1,0
2339,24994,"giá rẻ , sản_phẩm_chất_lượng tốt kì hài_lòng",1,0,0,1,0,0
2340,24993,sữa thơm béo uống chưa cải_thiện cân nặng_lòng,0,0,0,1,0,0
2341,24992,thoáng . ko tràn . tốt kì hài_lòng,0,0,0,1,0,0
2342,24989,shop giao đúng sản_phẩm đúng yêu_cầu_kì hài_lòng,0,0,0,0,1,0
2343,24986,"gói cẩn_thận , tốt , hàng đúng chuẩn kì hài_lòng",0,0,0,1,1,1
2344,24985,"báo ship bận không đc , sảnh gửi ck , gửi địa_chỉ chồng đấy ck không , bảo hàng không_thể sảnh đc , rảnh e , e không địa_chỉ chồng đc , đi dọc đường bảo mai giao m , ship bảo mai không giao k . xong bảo m đơn oke không hài_lòng",0,0,0,0,-1,0
2345,24983,"giao hàng , đóng_gói bình_thường giấy_bóng phẩm tốt như mong_đợi",0,0,0,0,1,0
2347,24981,"sản_phẩm đóng_gói kĩ , . giao hàng , không_thể giao hàng điện_thoại cầm kè_kè . đi chậm 5p giao hàng cáu .",0,0,1,0,1,0
2348,24979,giao hàng . chưa không chất_lượng kì hài_lòng,0,0,0,0,1,0
